"terms","PA1","PA2","PA3","PA4"
"answer",0.0227782355034458,0.0640256502108015,-0.0195304718628905,0.034034393347958
"clearData",0.136133454186313,-0.0620619023378747,0.0967697982837058,0.00924985232450831
"clearRepresent",0.0748832341278846,0.0288669904537107,0.063591233050887,-0.00122998570924593
"complex",0.0215428972352486,0.0431131716021187,0.0882511083532262,-0.0425042057160031
"confid",0.0107721261429705,0.125793785823777,-0.0456045508473566,0.0196264675478519
"confus",0.0512318869054906,0.040965720687248,0.0799508281848526,-0.106556017315858
"crowd",-0.0230108293853448,0.0186157708360495,0.327251627359934,-0.0109626305373966
"deciph",0.0784731041484141,0.0301465570362218,0.0889654116618636,-0.095029242482325
"distinguish",0.0253624099376325,0.0103522711140488,-0.0290102303062599,0.0427519577345059
"distract",0.0250883437541535,0.0032085111802235,0.0772947184766951,0.00486878775690091
"effect",0.0535398253328704,-0.00108311574699066,0.0382246505351968,0.0547298009465419
"find",0.108744618655453,-0.0305012140699986,-0.0545328871540569,0.0506095153745057
"identifi",0.0502954805534624,0.0425065024490037,-0.0384884463276722,0.0499510607602848
"inform",0.0689245072132948,0.00397753232176136,-0.0179804245363442,0.0245175712508825
"lost",0.0462694053094611,0.0297947091488956,0.0620153410590105,-0.00049729012572675
"meanElem",0.00897874723057245,0.0715251498523865,-0.0104495050639811,0.0281423419049751
"meanOveral",-0.0228707595742814,0.181438715760548,0.01034890349167,-0.0142684183979872
"messi",0.0170846358310541,-0.0346248653408138,0.262398807248478,-0.0418075451757926
"obvious",-0.0106362203048566,0.175590017306829,0.0452619910068141,0.0118440157317828
"organiz",0.0327360918611112,-0.00897659828669969,0.175069673974948,0.0481753137091707
"read",0.201815120966216,-0.0270774558096651,-0.11361352225931,0.015267087716509
"readabl",0.0681357440206396,0.00977888934165549,-0.0189974322721093,0.050388993376741
"represent",0.00220932430688694,0.148000624716231,0.0469167117033151,0.0702272400879358
"see",0.0153767848872329,0.000525615052806797,-0.0266428660757818,0.387744793404027
"simpl",0.0589292102577947,-0.000883815541337736,0.0788501280949669,-0.000930405969760415
"understandEasi",0.0119176558184175,0.173262620026618,-0.0475033619367973,-0.0665669775654267
"understandQuick",0.0303405197673332,0.154607491432696,-0.0211599078082734,-0.0892393711851431
"valu",0.0177843698894724,-0.0117910942462829,-0.00431578808591693,0.0373517721522273
"visibl",0.0136574010430824,0.0201202947918261,0.0219623595161692,0.489500015057392
