"terms","PA1","PA2","PA4","PA3"
"answer",0.564585078416743,-0.0831763785535307,0.381155435835374,-0.0116149402546449
"clearData",0.254608512044888,0.345793427327758,0.361050933895512,0.0388014721439192
"clearRepresent",0.402024115603555,0.246078520034267,0.309907112526918,0.0252188911805129
"complex",0.503384067336945,0.396937912565241,0.0235997524902964,-0.000563844976301397
"confid",0.8898006702583,-0.121730853884014,0.0565785431568913,-0.0235236095780979
"confus",0.51743781617037,0.40696480787062,0.0597728164094854,-0.0257855112730094
"crowd",-0.135072881904495,1.0006669149476,-0.112604115089066,0.00634589420345899
"deciph",0.475588796663637,0.333246268835247,0.189512410594249,-0.068284742400524
"distinguish",-0.2266717844234,0.35333941494735,0.657941213971726,0.00983424805892843
"distract",-0.0382084994930769,0.7110416283724,0.158422319034673,-0.0203146971307285
"effect",0.35996193996595,0.129051687330484,0.396543554915853,0.0612594965153732
"find",-0.0567980971168549,0.119967416058037,0.818533765207739,0.0102877332301104
"identifi",0.32223709558729,0.0354540204986873,0.604222560341945,-0.0238975820211311
"inform",0.268602538704821,0.0969458368988847,0.59817245552145,-0.0154195502740959
"lost",0.533414936160105,0.361014375647952,0.0573841665120922,-0.00318619259794952
"meanElem",0.586230838836887,-0.0171116904583923,0.240093773322244,0.0397861158384525
"meanOveral",0.897275932848214,-0.0974860519514997,-0.0632684160280118,0.0193239323991654
"messi",-0.0107541388729498,0.973956832507888,-0.0977849832446736,0.0489380830765441
"obvious",1.06582079366313,-0.035999891043641,-0.241957854489046,0.0551751533690679
"organiz",0.13274569417659,0.598991884883907,0.090687880823182,0.105010414915803
"read",0.335148417774152,0.204438353628269,0.479652106799051,-0.0594543933383413
"readabl",0.241990397321044,0.191289243910346,0.508694474252667,-0.00290824716726813
"represent",0.885326890288674,-0.0094474734784984,-0.0260393385424892,0.0496118463249555
"see",0.0640283834992295,0.0634920677109663,0.0710651591438033,0.748063986674598
"simpl",0.385401174437891,0.391523412943462,0.209386446150878,0.00352721946232833
"understandEasi",0.845154674257472,0.0372144299256389,0.0707152964870538,-0.0178652306314555
"understandQuick",0.769944065913234,0.128336763497531,0.0142486186686105,0.0228341218502795
"valu",0.0984933801822595,-0.157110957132881,0.587352862346526,0.183549883864871
"visibl",0.037783433571514,0.0398989691929518,0.039445136875736,0.807829099471036
