reliability_values,Subscale,A,B,C,D,E,F,Full_survey
G6(smc),dataFeat,0.767207942966387,0.701868202484888,0.717127105235852,0.75248833443927,0.689103095568123,0.6986095799403,0.783855197290064
G6(smc),dataRead,0.766776525954951,0.729556174193836,0.750870301356433,0.817292638666057,0.82241329918764,0.863139670196493,0.886897386226629
G6(smc),layout,0.725135900356815,0.792475525288302,0.79337892871993,0.716022762453467,0.757040821183802,0.821215847716573,0.855835131155517
G6(smc),understand,0.80233722636445,0.828649138218379,0.826040245328848,0.791431461885122,0.874831206426294,0.814951292046902,0.900549870197363
S/N,dataFeat,6.59135842298613,4.70844242938769,5.07031333513784,6.08042722135566,4.43300068765477,4.63591098749535,7.25305616847971
S/N,dataRead,4.73142678080233,3.84567752935579,4.465237739597,6.67806226269826,6.5513892169273,9.39044652916862,11.4915478386048
S/N,layout,3.42466272888923,5.67187049833447,5.12596282143602,3.74119286983276,4.37947254051848,6.12461943264564,8.2230207590992
S/N,understand,5.97536986009771,6.76222335048428,6.90602872878689,5.6149313364836,10.0501757199785,6.54751565938912,13.2843376393787
ase,dataFeat,0.0155346162023834,0.0206681798162571,0.0194488473788609,0.0160742628846455,0.02152085378073,0.0207650993274391,0.0057823528537953
ase,dataRead,0.0184165732540831,0.0215521685241195,0.0187229315533999,0.0128475943682095,0.0132981211913531,0.0097829354187195,0.0033250322545513
ase,layout,0.0217702323713812,0.0151899442185907,0.0172118782945405,0.0208060684108539,0.0186797236876692,0.0148945209788132,0.0045160914391737
ase,understand,0.0148884193699433,0.0143346158740986,0.0134825012058287,0.0148339882871588,0.0092374003318797,0.0135311699321094,0.0029295255052619
average_r,dataFeat,0.767207942966387,0.701868202484887,0.717127105235852,0.75248833443927,0.689103095568123,0.6986095799403,0.783855197290064
average_r,dataRead,0.61197330259284,0.561767263045136,0.598137379592421,0.690020593113688,0.685909564371715,0.757877975346761,0.792982776345799
average_r,layout,0.533049418063588,0.654053874469622,0.630812979837158,0.554974904601056,0.593466879437806,0.671219164575046,0.732692288075141
average_r,understand,0.665751935935558,0.692692956072227,0.697154118755782,0.651767392817721,0.770118037919803,0.685782133590975,0.815773900883422
mean,dataFeat,1.67832167832168,1.86062717770035,1.58885017421603,0.0438311688311688,-0.158450704225352,0.433447098976109,0.897134670487106
mean,dataRead,2.17997685185185,2.12731481481481,2.09988385598142,-0.319309600862999,0.447667804323094,0.235494880546075,1.10618126659082
mean,layout,1.99016203703704,1.62384259259259,1.732868757259,-0.555016181229773,0.338452787258248,-1.26564277588168,0.622866894197952
mean,understand,2.41203703703704,2.32523148148148,2.33797909407666,0.184466019417476,-0.180318543799772,0.680887372013652,1.273606370876
median_r,dataFeat,0.767207942966387,0.701868202484887,0.717127105235852,0.75248833443927,0.689103095568124,0.6986095799403,0.783855197290064
median_r,dataRead,0.605817325677522,0.518544630045633,0.614292405433802,0.697127664117943,0.661277207897139,0.749359287714394,0.777618462382837
median_r,layout,0.481631999868258,0.644953291001845,0.685834905861929,0.575766963878536,0.543400584540856,0.713037236720546,0.761895382450489
median_r,understand,0.68118853358246,0.682576951215846,0.669267723162195,0.651019522646009,0.794716165242636,0.697716224171363,0.824914370263381
omega_tot,dataFeat,0.870910356012126,0.826815584989695,0.83887308070637,0.857333632957217,0.813328481495369,0.821901751077091,0.87874534694514
omega_tot,dataRead,0.828613344887292,0.799409903911834,0.818570088393049,0.870311222476026,0.870327271562727,0.903487798773424,0.920273914054342
omega_tot,layout,0.792488854823175,0.850410558787396,0.846682063517201,0.790187682617503,0.81941448128165,0.868652030664701,0.894573421001051
omega_tot,understand,0.857886342504657,0.874927737690007,0.874082190471318,0.852711213074423,0.910781225388464,0.868265963134879,0.930605769356973
raw_alpha,dataFeat,0.86802160511579,0.824136603981113,0.83524389857361,0.858630013192991,0.815470387307608,0.82155206732393,0.878679438331112
raw_alpha,dataRead,0.819988907814784,0.79127472289613,0.810567956873786,0.86962685253194,0.867881997803025,0.903522574130315,0.919802788710375
raw_alpha,layout,0.773147742963151,0.840868750380339,0.826792156962735,0.788976163541836,0.815163336079826,0.854085539765092,0.891168143561879
raw_alpha,understand,0.854735258990578,0.858272867097191,0.868694869404612,0.847869675329378,0.909442989802917,0.864751850894104,0.927262398049621
sd,dataFeat,1.28473574920401,1.03846492260575,1.2995215910425,1.6611662235362,1.57651684578773,1.44232999571569,1.62438867706284
sd,dataRead,0.828800867691009,0.772140262531182,0.81416890405764,1.49800890872939,1.47928082162842,1.49029811192177,1.58775661432912
sd,layout,1.04709082669989,1.22912244201278,1.12878551442308,1.42230004519739,1.47662931286593,1.328783222986,1.77985322162404
sd,understand,0.697305372833704,0.729562117385973,0.730601036983448,1.55947147270615,1.61371459187401,1.38013145475381,1.62092530683658
std.alpha,dataFeat,0.868271270531495,0.824820866222301,0.835263857927806,0.858765584513905,0.815939651494566,0.822566395704484,0.87883276454373
std.alpha,dataRead,0.825523375200475,0.79363051009031,0.817025343151177,0.869758805570225,0.867574035548534,0.903757745425786,0.919945869565537
std.alpha,layout,0.773994073385331,0.850116994889269,0.836760354388572,0.789082615397742,0.814108169069003,0.859641625850511,0.891575653344006
std.alpha,understand,0.856638426340594,0.871170931980769,0.873514246620573,0.848826851083902,0.909503701539151,0.867506071516924,0.929993253782855
